id,fname,lname,thumbnail,thumbnail_extension
1430,Ronan,Cliquet,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4bb64d007a88f,"jpg"
1431,Ave,Collen,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1433,Mike,Oeming,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/4bc38fae9735c,"jpg"
1434,Martin,Goodman,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4bc46b608ece1,"jpg"
1435,Frank,Paul,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4bc46b608ece1,"jpg"
1436,Tohm,Dixon,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1437,Ray,Gill,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1439,Al,Gabriele,http://i.annihil.us/u/prod/marvel/i/mg/3/20/4bb83361f2741,"jpg"
144,Steve,Gerber,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4c3607ba4f563,"jpg"
1440,Al,Bellman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1441,Clyde,Yeadon,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1442,Ed,Robbins,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1443,Bob,Montana,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1445,Vince,Fago,http://i.annihil.us/u/prod/marvel/i/mg/4/50/4bc3785499f26,"jpg"
1446,Sid,Greene,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1447,Don,Rico,http://i.annihil.us/u/prod/marvel/i/mg/a/10/4bb838679dae5,"jpg"
1448,Carl,Pfeufer,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1449,George,Klein,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4bc36e098c87c,"jpg"
1450,Ken,Bald,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1451,Charles,Nicholas,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1452,Vince,Alascia,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1453,Allen,Simon,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1454,Jimmy,Thompson,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1455,Maurice,Gutwirth,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1456,Jack,Binder,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
146,Jim,Starlin,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4bc662ab064f7,"jpg"
1460,Harold,DeLay,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1461,Frank,Bolle,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1462,Gustav,Schrotter,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1469,Bill,Finger,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1470,Steve,Douglas,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1479,Bill,King,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
148,Gil,Kane,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/4bc5ef198b93b,"jpg"
1480,Jack,DArcy,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1481,Hank,Chapman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1483,George,Kapitan,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1484,Bill,Jay,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1485,Andrew,McWhiney,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1488,Ray,Houlihan,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1489,Jack,Alderman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1491,Ed,Winiarski,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1492,Bob,Oksner,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1493,Chad,Grothkopf,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1494,Al,Fagaly,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1495,Louis,Ferstadt,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1496,Illo,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1499,Otto,Binder,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
15,Alan,Moore,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4bc645163ccbd,"jpg"
1503,As,Robin,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1504,Al,Liederman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1506,Red,Holmdale,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1507,Mortimer,Breen,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1508,Guy,Blythe,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1509,Reed,Crandall,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
151,Scott,Sava,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1510,Ray,Cummings,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1511,Mac,Raboy,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1512,Zac,Gabel,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1513,Lou,Paige,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1514,Frank,Borth,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1515,Vic,Dowd,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1516,Harvey,Kurtzman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1518,George,Mandell,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1519,Frank,Giacoia,http://i.annihil.us/u/prod/marvel/i/mg/2/00/4bc47fcbacd44,"jpg"
1520,Justin,Triem,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1521,Al,Fago,http://i.annihil.us/u/prod/marvel/i/mg/2/90/4bb8318c01602,"jpg"
1522,Kermit,Jaediker,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1523,Vince,Colletta,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4c7d61c0592d6,"jpg"
1524,Alex,Toth,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1525,Peppe,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1526,Chu,Hing,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1527,Jay,Pike,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1528,Matt,Baker,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1529,John,Tartaglione,http://i.annihil.us/u/prod/marvel/i/mg/f/b0/4bc380feedf66,"jpg"
1530,Bob,Forgione,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1532,Christopher,Rule,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4bc374a671f2d,"jpg"
1534,Manny,Stallman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1535,Bernie,Krigstein,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1536,Bill,Benulis,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1541,John,Duffy,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1543,Terry,Szenics,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1544,Ray,Holloway,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1545,Marty,Epp,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1546,Bill,Walton,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1547,H.e.,Huntley,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1548,Artie,Simek,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4bc478f66b0e3,"jpg"
1549,Matt,Fox,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
155,Dan,Jurgens,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4bc63fe604a87,"jpg"
1550,Sam,Harold,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1553,Sam,Rosen,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4bc376bea0069,"jpg"
1559,See,Notes,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4bc37817bf10d,"jpg"
1560,Chic,Stone,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/4bc474d7637c7,"jpg"
1565,Ed,Goldfarb,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1566,J.,T.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1567,Larry,Woromay,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1576,Joe,Maneely,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4bb5b78313943,"jpg"
1586,Sam,Kweskin,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1587,Vic,Dowling,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1588,Bob,Stuart,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
159,Joe,Casey,http://i.annihil.us/u/prod/marvel/i/mg/c/70/4bae8e0dc5539,"jpg"
1593,Al,Kurzrok,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1594,Harry,Anderson,http://i.annihil.us/u/prod/marvel/i/mg/1/d0/4bacadb46d48a,"jpg"
1595,Sy,Barry,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1596,Louis,Zansky,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1597,Raymond,Marais,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1598,Jim,Lawrence,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1599,Jerry,Robinson,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
16,Alan,Davis,http://i.annihil.us/u/prod/marvel/i/mg/2/90/4bfff0ebd285f,"jpg"
1600,C.,Winter,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1601,Dick,Briefer,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1602,Fred,Kida,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1603,Joe,Certa,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1604,Bob,Fujitani,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1605,Morris,Marcus,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1606,Frank,Siemienski,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1607,Norman,Steinberg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1608,Ed,Moore,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1609,Ed,Moline,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
161,Ben,Raab,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4bc48008dc79d,"jpg"
1610,Sheldon,Moldoff,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1611,Bob,McCarty,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1612,John,Buscema,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4bc5f99a6820c,"jpg"
1613,Louis,Ravielli,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1614,Gil,Evans,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1616,Vic,Carrabotta,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1617,Myron,Fass,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1618,Art,Peddy,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1619,Mac,Pakula,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
162,John,Cassaday,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/4bc31924a9ce0,"jpg"
1620,Jack,Katz,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1621,Vernon,Henkel,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1622,Pete,Tumlinson,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1623,Robert,Sale,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1624,Bob,Correa,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1625,Bill,Savage,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1626,Al,Eadeh,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1627,Mort,Lawrence,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1629,Bill,LaCava,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1630,Mort,Drucker,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1631,Sy,Moskowitz,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1632,Jim,McLaughlin,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1633,Kurt,Schaffenberger,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1634,Norman,Maurer,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1635,Carl,Hubbell,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4bb8381c5468d,"jpg"
1636,Joe,Orlando,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1637,Doug,Wildey,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1638,Steve,Kirkel,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1639,Jack,Keller,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1640,Bernard,Baily,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1641,Mort,Meskin,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1642,Harry,Lazarus,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1643,John,Giunta,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1644,Herb,Familton,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1645,Hy,Fleishman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1646,Dave,Berg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1647,Pete,Morisi,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1648,Angelo,Torres,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1649,Howard,ODonnell,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1650,Marvin,Stein,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1651,Richard,Doxsee,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1652,Ralph,Mayo,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1654,George,Woodbridge,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1655,Dan,Loprino,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1656,Sy,Grudko,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1657,J.,Makowski,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1658,Ruben,Moreira,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1661,Jack,Davis,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1664,Bob,Baer,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1665,Marty,Elkin,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1666,Cal,Massey,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1667,Howard,Nostrand,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1668,Tony,Preta,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
167,Kevin,Sharpe,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/4bc46cd0aadb8,"jpg"
1670,Al,Luster,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1671,Mannie,Banks,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1672,Paul,Hodge,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1673,Sid,Check,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1675,Howard,Post,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1676,Gantz,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
168,John,Rieber,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1680,Ann,Brewster,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1681,Goldberg,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1682,Lou,Cameron,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1683,Ted,Galindo,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1684,Alfonso,Greene,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1690,Martin,Epp,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1693,R,Berns,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1695,E.,Thomas,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17,Frank,Miller,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4bb6ee1c7dd0e,"jpg"
1703,The,Secretary,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1709,Johnny,Craig,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1716,Reads,Deinman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1722,Ernest,Hart,http://i.annihil.us/u/prod/marvel/i/mg/a/00/4bb7d47a8d299,"jpg"
1727,Leon,Lazarus,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1737,Jerry,Grandenetti,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
174,Sean,Chen,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4c7d64645be0e,"jpg"
1740,John,Verpoorten,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4bc48021e1c4e,"jpg"
1741,Mike,Stevens,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1746,John,Costanza,http://i.annihil.us/u/prod/marvel/i/mg/d/20/4bc47e8c577ee,"jpg"
1747,Petra,Goldberg,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4bb6abd57c392,"jpg"
175,Andy,Kubert,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4bc468f4eca4c,"jpg"
1754,Gaspar,Saladino,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4bc47fd603b8f,"jpg"
1758,Jan,Brunner,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1759,Joe,Rosen,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4bb80aa36e980,"jpg"
176,J.,Calafiore,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1761,Top,Of,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1767,Janice,Cohen,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
177,Michael,Gaydos,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1775,Phil,Rachelson,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1777,Don,Warfield,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1778,Dan,Crespi,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4bc4815c2a098,"jpg"
1787,Michele,Wolfman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1791,Script,Pages,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18,Jeph,Loeb,http://i.annihil.us/u/prod/marvel/i/mg/c/50/4bb65b52aaf88,"jpg"
180,Kieron,Dwyer,http://i.annihil.us/u/prod/marvel/i/mg/2/80/4c3652b262a30,"jpg"
1806,Annette,Kawecki,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4bc47cf124aa5,"jpg"
1808,Denise,Wohl,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
181,Geoff,Johns,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1811,Francoise,Mouly,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4c362084c4db7,"jpg"
1817,Barry,Grossman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1819,Rick,Parker,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4bc46d632e8e3,"jpg"
182,Esad,Ribic,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4bc623be27d8a,"jpg"
1821,Ben,Sean,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1827,John,Byrne,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4bc37678cb299,"jpg"
1828,Carl,Gafford,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4bc37817bf10d,"jpg"
1832,Bob,Sharen,http://i.annihil.us/u/prod/marvel/i/mg/f/00/4bc46ca7ed30e,"jpg"
1833,Jim,Salicrup,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4bc48044867ec,"jpg"
1836,Terry,Austin,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4bc4812f194fe,"jpg"
1837,Pablo,Marcos,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4bc47cfb9dad4,"jpg"
184,Louise,Simonson,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4bb4e66e505b4,"jpg"
1842,Jerome,Moore,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1847,Jean,Simek,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
185,Frank,Cho,http://i.annihil.us/u/prod/marvel/i/mg/2/50/4bc5da3f7bb7f,"jpg"
186,D.,Wells,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1863,Carl,Potts,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4c7d5b6e459e2,"jpg"
1864,Julianna,Ferriter,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1865,Diana,Albers,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
187,D.,Haspiel,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1870,Chiang,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1871,Ken,Bruzenak,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1872,Glynis,Oliver,http://i.annihil.us/u/prod/marvel/i/mg/c/50/4bc335dea862f,"jpg"
188,Georges,Jeanty,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4bc6350fd507f,"jpg"
1881,Don,Daley,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4bc4700a786b2,"jpg"
1884,Romeo,Tanghal,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1887,Janice,Chiang,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4bb50890b2b2c,"jpg"
1889,Sean,Workman,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
189,Kyle,Hotz,http://i.annihil.us/u/prod/marvel/i/mg/9/70/4bc6786bda371,"jpg"
1892,Michael,Heisler,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4bb6e94ba14e5,"jpg"
1894,Bill,Oakley,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4bc48044867ec,"jpg"
1897,Jack,Fury,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1898,Mike,DeCarlo,http://i.annihil.us/u/prod/marvel/i/mg/c/60/4bb7a8d3d3c39,"jpg"
1899,Max,Scheele,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
19,Tim,Sale,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4bc69b1e6fabf,"jpg"
190,Brian,Vaughan,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1901,Tom,Morgan,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4bc4802bf2f0b,"jpg"
1905,Rex,Valve,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1909,Steve,Buccellato,http://i.annihil.us/u/prod/marvel/i/mg/b/90/4bc4705a0de2c,"jpg"
191,Kaare,Andrews,http://i.annihil.us/u/prod/marvel/i/mg/d/20/4bc5fb5688ed7,"jpg"
1912,Gracine,Tanaka,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1914,Dan,Panosian,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4bc33607ae624,"jpg"
1915,Renee,Witterstaetter,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1917,Kevin,Tinsley,http://i.annihil.us/u/prod/marvel/i/mg/a/00/4bb4fd39c9458,"jpg"
1919,Nella,Milgrom,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
